placeId,place_name,introduction,category_name,categoryId,latitude,longitude,postcode,thumbnail_url,tags,province_Id,province_name,district_Id,district_name,sub_district_Id,sub_district_name,updated_at
P03014182,วัดดอนแก้ว,,สถานที่ท่องเที่ยว,3,16.98461,98.51502,63140.0,h,วัดดอนแก้ว,115,ตาก,6304.0,แม่ระมาด,7425.0,แม่ระมาด,2024-07-16T20:01:26.305Z
P01001632,ศูนย์วิจัยและพัฒนาการเกษตร ตาก,อยู่ที่บ้านมูเซอ หมู่ 6 ตำบลแม่ท้อ เป็นสถานที่ท่องเที่ยวและให้ความรู้ทางด้านการเกษตา (Agro-tourism) แก่นักท่องเที่ยวและประชาชนผู้สนใจทั่วไปโดยดำเนินการค้นคว้าทดลองและวิจัยพืชสวนต่าง ๆ ,สถานที่ท่องเที่ยว,3,16.75171,98.93567,63000.0,h,,115,ตาก,6301.0,เมืองตาก,7405.0,แม่ท้อ,2024-07-16T20:01:08.685Z
P03003255,ผาสามเงา,อยู่ในตำบลย่านรี จากอำเภอเมืองใช้เส้นทางหมายเลข 1107 (เจดีย์ยุทธหัตถี-เขื่อนภูมิพล) ผ่านทางแยกไปเจดีย์ยุทธหัตถีประมาณ 25 กิโลเมตร,สถานที่ท่องเที่ยว,3,17.21376,99.04038,63130.0,h,,115,ตาก,6303.0,สามเงา,7422.0,ย่านรี,2024-07-16T20:00:37.570Z
P03014187,ศาลสมเด็จพระนเรศวรมหาราช,อยู่ตรงข้ามสนามกีฬาเทศบาลแม่สอด สร้างขึ้นเมื่อ ปี พ.ศ. 2545 เพื่อรำลึกถึงพระมหากรุณาธิคุณ ครั้นเมื่อพระนเรศวรทรงประกาศอิสรภาพ ณ เมืองแกลง ประเทศสหภาพเมียนมาร์ โดยเสด็จผ่านด่านแม่ละเมา อ.แม่สอดเป็นแห่งแรก,สถานที่ท่องเที่ยว,3,16.72198,98.56753,63110.0,h,,115,ตาก,6306.0,แม่สอด,7437.0,แม่สอด,2024-07-01T20:02:14.438Z
P01000839,กาดนั่งยอง คล้องย่าม,,สถานที่ท่องเที่ยว,3,16.88575,99.11677,63000.0,h,,115,ตาก,6301.0,เมืองตาก,7396.0,หนองหลวง,2024-07-01T20:01:52.143Z
P03014183,วัดมงคลคีรีเขตร์ (ครูบาสร้อย),ตั้งอยู่ริมทางหลวงสายแม่สอด-ท่าสองยาง-แม่สะเรียง บริเวณหลักกิโลเมตรที่ 136 หมู่ที่ 1 ตำบลท่าสองยาง อยู่ติดกับ ลำห้วยแม่จวง,สถานที่ท่องเที่ยว,3,17.57116,97.91479,63150.0,h,,115,ตาก,6305.0,ท่าสองยาง,7431.0,ท่าสองยาง,2024-07-01T20:01:44.771Z
P03000316,น้ำตกทีลอจ่อ(น้ำตกสายฝน),,สถานที่ท่องเที่ยว,3,16.01369,98.84031,63170.0,h,,115,ตาก,6308.0,อุ้มผาง,7452.0,อุ้มผาง,2024-07-01T20:01:40.700Z
P03014180,เจดีย์ยุทธหัตถี (เจดีย์เฉลิมพระเกียรติพระเจ้ารามคำ,หรือเจดีย์เฉลิมพระเกียรติพระเจ้ารามคำแหงมหาราช หรือ ชาวบ้านเรียกอีกชื่อหนึ่งว่า เจดีย์ชนช้าง ตั้งอยู่บนดอยช้าง ตำบลเกาะตะเภา ดอยช้างเป็นเนินดินเล็ก ๆ ,สถานที่ท่องเที่ยว,3,17.06385,99.04203,63120.0,h,,115,ตาก,6302.0,บ้านตาก,7416.0,เกาะตะเภา,2024-07-01T20:01:29.586Z
P03014185,วัดโพธิคุณ (วัดห้วยเตย),ตั้งอยู่ตำบลแม่ปะ อ.แม่สอด เป็นวัดป่าสายปฏิบัติที่ร่มรื่นด้วยพันธุ์ไม้นานาชนิด ภายในวัดออกแบบและจัดวางผัง สภาพภูมิทัศน์ตลอดจนสิ่งก่อสร้างที่งดงาม,สถานที่ท่องเที่ยว,3,16.7623,98.64738,63110.0,h,,115,ตาก,6306.0,แม่สอด,7443.0,แม่ปะ,2024-07-01T20:00:32.266Z
P03003264,วัดสีตลาราม (วัดน้ำหัก),ภายในวัดมีบรรยากาศร่มรื่น โบสถ์ และอาคารเรือนไม้สร้างตามศิลปะยุโรป พระอุโบสถของวัดเคยถูกไฟไหม้แต่ได้มีการสร้างขึ้นใหม่ หน้าอุโบสถมีวิหารคต สร้างด้วยไม้แกะสลักลวดลาย ภายในประดิษฐานพระพุทธรูปสมัยอยุธยา,สถานที่ท่องเที่ยว,3,16.86604,99.12586,63000.0,h,,115,ตาก,6301.0,เมืองตาก,7395.0,ระแหง,2024-06-22T20:02:41.625Z
P03025560,ม่อนหมอกตะวัน (ทะเลหมอกบ้านป่าหวาย),,สถานที่ท่องเที่ยว,3,16.57506,98.82512,63160.0,h,ม่อนหมอกตะวัน,115,ตาก,6307.0,พบพระ,7449.0,คีรีราษฎร์,2024-06-22T20:02:24.521Z
P03002206,เขื่อนภูมิพล (เขื่อนยันฮี),เรียกอีกชื่อหนึ่งว่า เขื่อนยันฮี เป็นเขื่อนเอนกประสงค์แห่งแรกในประเทศไทย สร้างเป็นเขื่อนคอนกรีตรูปโค้งขนาดใหญ่ที่สูงที่สุดในประเทศไทยและเอเชียอาคเนย์ จัดอยู่ในอันดับ 8 ของโลก มีความสูงจากฐานถึงสันเขื่อน 154 เมตร,สถานที่ท่องเที่ยว,3,17.24344,98.97267,63130.0,h,เขื่อนภูมิพล,115,ตาก,6303.0,สามเงา,7423.0,บ้านนา,2024-06-22T20:02:17.437Z
P03025567,อโรคยาศาลโป่งคำราม (บ่อน้ำแร่โป่งคำราม),,สถานที่ท่องเที่ยว,3,16.90755,98.60593,63110.0,h,บ่อน้ำแร่โป่งคำราม,115,ตาก,6306.0,แม่สอด,7441.0,แม่กาษา,2024-06-22T20:01:53.165Z
P03006324,วัดไทยวัฒนาราม (วัดแม่ตาวเงี้ยว หรือวัดไทยใหญ่),,สถานที่ท่องเที่ยว,3,16.69823,98.52789,63110.0,h,"วัดไทยวัฒนาราม,วัดไทยใหญ่,วัดแม่ตาวเงี้ยว",115,ตาก,6306.0,แม่สอด,7442.0,ท่าสายลวด,2024-06-22T20:00:56.768Z
P03001740,น้ำตกนางครวญ,เดิมชื่อ น้ำตกเพอะพะ ต่อมาเปลี่ยนชื่อเป็น น้ำตกพบพระ และเปลี่ยนมาเป็นชื่อ น้ำตกนางครวญ เป็นน้ำตกขนาดกลางไหลลดหลั่นลงไปเป็นชั้นเล็ก ๆ ,สถานที่ท่องเที่ยว,3,16.41,98.68868,63160.0,h,,115,ตาก,6307.0,พบพระ,7447.0,พบพระ,2024-06-22T20:00:47.787Z
P03013435,ตลาดริมเมย,,สถานที่ท่องเที่ยว,3,16.69212,98.51766,63110.0,h,ตลาดริมเมย,115,ตาก,6306.0,แม่สอด,7442.0,ท่าสายลวด,2024-06-22T20:00:37.185Z
P03016700,เมืองเก่าท่าสองยาง,ตั้งอยู่บริเวณห้วยลึก ห้วยธาตุริมฝั่งแม่น้ำเมยทางทิศใต้ของชุมชนแม่ต้าน สันนิษฐานว่าเป็นที่ตั้งของเมืองฉอดเก่า จากการสำรวจของกรมศิลปากร,สถานที่ท่องเที่ยว,3,17.22667,98.225,63150.0,,"ตาก,เมืองเก่าท่าสองยาง",115,ตาก,6305.0,ท่าสองยาง,7432.0,แม่ต้าน,2024-06-21T20:00:14.466Z
P03016702,ดอยทูเล,,สถานที่ท่องเที่ยว,3,17.56925,97.91155,63150.0,,"ดอยทูเล,ตาก",115,ตาก,6305.0,ท่าสองยาง,7431.0,ท่าสองยาง,2024-06-03T20:04:19.781Z
P03018120,ศาลเจ้าพ่อพะวอ,,สถานที่ท่องเที่ยว,3,16.77175,98.68609,63110.0,,,115,ตาก,6306.0,แม่สอด,7439.0,พะวอ,2024-06-03T20:03:16.685Z
P03016709,พิพิธภัณฑ์เฉลิมพระเกียรติจังหวัดตาก,,สถานที่ท่องเที่ยว,3,16.87194,99.12473,63000.0,,"ตาก,พิพิธภัณฑ์เฉลิมพระเกียรติจังหวัดตาก",115,ตาก,6301.0,เมืองตาก,7395.0,ระแหง,2024-06-03T20:01:41.955Z
P01000809,กาดต้าตง,,สถานที่ท่องเที่ยว,3,17.04594,99.06743,63120.0,,"กาดต้าตง,ตาก",115,ตาก,6302.0,บ้านตาก,7412.0,ตากออก,2024-06-03T20:01:41.630Z
P03018119,ศูนย์การเรียนรู้บ้านปากร้องห้วยจี้,,สถานที่ท่องเที่ยว,3,17.03152,99.08098,63120.0,,"ตาก,ศูนย์การเรียนรู้บ้านปากร้องห้วยจี้",115,ตาก,6302.0,บ้านตาก,7412.0,ตากออก,2024-06-03T20:00:46.842Z
P03016696,น้ำตกเซปละ,,สถานที่ท่องเที่ยว,3,16.01667,98.86278,63170.0,,"ตาก,น้ำตกเซปละ",115,ตาก,6308.0,อุ้มผาง,7452.0,อุ้มผาง,2024-06-03T20:00:41.792Z
P03022302,สนามกอล์ฟเขื่อนภูมิพล,,สถานที่ท่องเที่ยว,3,17.23911,98.99923,63130.0,h,,115,ตาก,6303.0,สามเงา,7422.0,ย่านรี,2024-06-03T20:00:25.061Z
P03018118,วัดชัยชนะสงคราม ,,สถานที่ท่องเที่ยว,3,16.85714,99.12754,63000.0,,"ตาก,วัดชัยชนะสงคราม",115,ตาก,6301.0,เมืองตาก,7397.0,เชียงเงิน,2024-06-03T20:00:24.771Z
P03004389,แม่น้ำเมย,เป็นเส้นกั้นเขตแดนประเทศไทยกับสหภาพพม่า มีความยาวประมาณ 327 กิโลเมตร แม่น้ำสายนี้ไหลขึ้นมิได้ไหลลงเช่นแม่น้ำทั่ว ๆ ไป มีต้นน้ำอยู่ที่บ้านมอเกอ ตำบลพบพระ,สถานที่ท่องเที่ยว,3,16.98228,98.47894,63140.0,,"ตาก,แม่น้ำเมย",115,ตาก,6304.0,แม่ระมาด,7425.0,แม่ระมาด,2024-06-03T20:00:13.761Z
P03016707,น้ำตกมูเซอ,,สถานที่ท่องเที่ยว,3,16.72185,98.91236,63110.0,,"ตาก,น้ำตกมูเซอ",115,ตาก,6306.0,แม่สอด,7445.0,ด่านแม่ละเมา,2024-06-03T20:00:13.041Z
P03016645,บ่อน้ำร้อนแม่กาษา,,สถานที่ท่องเที่ยว,3,16.88532,98.63563,63110.0,,"ตาก,บ่อน้ำร้อนแม่กาษา",115,ตาก,6306.0,แม่สอด,7441.0,แม่กาษา,2024-06-03T20:00:11.238Z
P03004112,อุทยานแห่งชาติลานสาง,"อยู่ที่บ้านลานสาง ตำบลแม่ท้อ ห่างจากตัวจังหวัดตากประมาณ 20 กิโลเมตร มีพื้นที่ 65,000 ไร่ ได้รับการประกาศเป็นอุทยานแห่งชาติเมื่อวันที่ 14 พฤษภาคม พ.ศ. 2522 สภาพภูมิประเทศเป็นภูเขาสลับซับซ้อนติดต่อกันเกือบตลอดพื้นที่",สถานที่ท่องเที่ยว,3,16.78302,99.01656,63000.0,,,115,ตาก,6301.0,เมืองตาก,7405.0,แม่ท้อ,2024-06-03T20:00:10.744Z
P03016698,วัดสมเด็จพระนารายณ์มหาราช,,สถานที่ท่องเที่ยว,3,16.85822,99.1216,63000.0,,"ตาก,วัดสมเด็จพระนารายณ์มหาราช",115,ตาก,6301.0,เมืองตาก,7405.0,แม่ท้อ,2024-05-31T20:00:44.432Z
P03008670,เนินพิศวง,อยู่บริเวณกิโลเมตรที่ 68 สายตาก-แม่สอด มีลักษณะเป็นทางขึ้นเนินที่แปลก คือเมื่อนำรถไปจอดไว้ตรงทางขึ้นเนินโดยไม่ได้ติดเครื่องรถจะไหลขึ้นเนินไปเอง,สถานที่ท่องเที่ยว,3,16.76831,98.64608,63110.0,,"ตาก,เนินพิศวง",115,ตาก,6306.0,แม่สอด,7443.0,แม่ปะ,2024-05-31T20:00:08.587Z
P03016747,สวนศรียาหรือสวนลุงไสว,,สถานที่ท่องเที่ยว,3,14.30818,101.31734,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2659.0,หินตั้ง,2024-07-16T20:03:56.247Z
P03016737,สวนละอองฟ้า,ตั้งอยู่บ้านหุบลึก ตำบลเขาพระ เป็นแหล่งรวบรวมทุเรียนโบราณพันธุ์ดั้งเดิมกว่า 50 พันธุ์ ที่คุณลุงชม โสวรรณตระกูล,สถานที่ท่องเที่ยว,3,14.27735,101.21757,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2660.0,เขาพระ,2024-07-16T20:03:54.767Z
P03016727,ศูนย์วัฒนธรรมเฉลิมราชวัดฝั่งคลอง,,สถานที่ท่องเที่ยว,3,14.16372,101.2634,26130.0,h,,224,นครนายก,2602.0,ปากพลี,2662.0,เกาะหวาย,2024-07-16T20:03:49.766Z
P03013984,พิพิธภัณฑ์ท้องถิ่นบ้านปากพลี,"ตั้งอยู่ภายในวัดโพธิ์ปากพลี หมู่ที่ 2 ต.ปากพลี เป็นที่รวบรวมโบราณวัตถุจำนวนมากที่ขุดค้นพบในบริเวณตำบลปากพลี มีอายุระหว่า 2,700-3,000 ปี เช่น เครื่องปั้นดินเผา ภาชนะสำริด กำไลสำริด ลูกปัดแก้ว ฯ ลฯ สอบถามเพิ่มเติมได้ที่ วัดโพธิ์ปากพลี โทร. 0 3739 9075",สถานที่ท่องเที่ยว,3,14.13782,101.28607,26130.0,h,,224,นครนายก,2602.0,ปากพลี,2664.0,ปากพลี,2024-07-16T20:03:48.912Z
P03012234,สะพานทุ่งนามุ้ย,เดินกินลม ชิมวิวนา นั่งชิลล์บนสะพานทุ่งนามุ้ย,สถานที่ท่องเที่ยว,3,14.26979,101.26658,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-07-16T20:03:43.861Z
P03002985,น้ำตกเหวนรก,ตั้งอยู่ทางทิศใต้ของอุทยานแห่งชาติเขาใหญ่ เดินทางจากตัวเมืองไปตามถนนสุวรรณศร ถึงสี่แยกเนินหอมหรือวงเวียนศาลสมเด็จพระนเรศวร,สถานที่ท่องเที่ยว,3,14.28759,101.39229,26130.0,h,,224,นครนายก,2602.0,ปากพลี,2668.0,นาหินลาด,2024-07-16T20:03:43.276Z
P03013983,น้ำตกลานรัก,,สถานที่ท่องเที่ยว,3,14.28957,101.24872,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-07-16T20:03:38.455Z
P03016742,โรงเรียนเตรียมทหาร,,สถานที่ท่องเที่ยว,3,14.30331,101.12995,26110.0,h,,224,นครนายก,2603.0,บ้านนา,2678.0,ศรีกะอาง,2024-07-16T20:03:32.622Z
P03013981,วัดป่าศรีถาวรนิมิต,ตั้งอยู่ที่บ้านบุ่งเข้ ตำบลหนองแสง จากตัวเมืองแยกซ้ายมือจากถนนสุวรรณศรไปตามทางหลวงสายนครนายก-ท่าด่าน,สถานที่ท่องเที่ยว,3,14.24529,101.32114,26130.0,h,,224,นครนายก,2602.0,ปากพลี,2668.0,นาหินลาด,2024-07-16T20:03:27.339Z
P03011368,วัดจุฬาภรณ์วนาราม,,สถานที่ท่องเที่ยว,3,14.27825,101.03263,26110.0,h,,224,นครนายก,2603.0,บ้านนา,2671.0,บ้านพริก,2024-07-16T20:03:18.736Z
P03001402,รอยพระพุทธบาทจำลองเขานางบวช,ประดิษฐานอยู่ที่วัดเขานางบวช ภายในมณฑปบนยอดเขานางบวช ตำบลสาริกา ห่างจากตัวจังหวัดประมาณ 9 กิโลเมตร,สถานที่ท่องเที่ยว,3,14.2471,101.27151,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-07-16T20:03:02.137Z
P03012244,ทุ่งดอกบัวแดง บ้านนา,ถ่ายรูปปัง ๆ บนเรือไม้ ชมบึงดอกบัวแดงใกล้กรุง,สถานที่ท่องเที่ยว,3,14.23091,101.07022,26110.0,h,,224,นครนายก,2603.0,บ้านนา,2672.0,อาษา,2024-07-16T20:02:40.619Z
P03025651,หมู่บ้านไม้ดอกไม้ประดับ คลอง 15,,สถานที่ท่องเที่ยว,3,14.15758,100.93306,26120.0,h,,224,นครนายก,2604.0,องครักษ์,2685.0,บางปลากด,2024-07-16T20:02:36.414Z
P03006253,น้ำตกกะอาง,ตั้งอยู่ที่ตำบลศรีกะอาง จากตัวเมืองไปตามถนนสุวรรณศรถึงอำเภอบ้านนาเยื้องกับสถานีตำรวจภูธรอำเภอบ้านนา,สถานที่ท่องเที่ยว,3,14.34289,101.13267,26110.0,h,,224,นครนายก,2603.0,บ้านนา,2678.0,ศรีกะอาง,2024-07-16T20:02:32.893Z
P03006575,อ่างเก็บน้ำห้วยปรือ,อยู่ที่ตำบลเขาพระ แยกซ้ายมือจากถนนที่ไปน้ำตกสาริกา-นางรอง บริเวณหลักกิโลเมตรที่ 1 ไปตามถนนเขาทุเรียนระยะทางประมาณ 11 กิโลเมตร,สถานที่ท่องเที่ยว,3,14.31352,101.21718,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2660.0,เขาพระ,2024-07-16T20:02:25.699Z
P03002982,วัดใหญ่ทักขิณาราม,"เป็นวัดเก่าแก่กล่าวกันว่าชาวเวียงจันทน์ได้อพยพมาเมื่อครั้งเกิดสงครามลาวกับฝรั่งเศส ชาวเวียงจันทน์แพ้สงครามจึงอพยพลงมาทางใต้ และมีกลุ่มหนึ่งมาตั้งหลักแหล่งอยู่ในเขตอำเภอเมืองนครนายก เรียกว่า ""บ้านใหญ่ลาว""",สถานที่ท่องเที่ยว,3,14.21121,101.2264,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2651.0,บ้านใหญ่,2024-07-16T20:02:05.335Z
P03016735,กลุ่มส้มโอ ไอ พี เอ็ม,เกษตรกรบ้านแก่งสามชั้น ตำบลสาริกา รวมกลุ่มกันดูแลรักษาส้มโอด้วยการควบคุมศัตรูพืชแบบผสมผสาน (I.P.M.) ภายในพื้นที่กว่า 100 ไร่,สถานที่ท่องเที่ยว,3,14.29579,101.26958,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-07-16T20:01:55.297Z
P03002999,ศาลเจ้าพ่อองครักษ์,ตั้งอยู่ฝั่งแม่น้ำนครนายก ในเขตตำบลสันทรายมูล มีเรื่องเล่าว่าเมื่อพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัวเสด็จเถลิงถวัลย์ราชสมบั,สถานที่ท่องเที่ยว,3,14.12554,101.01076,26120.0,h,,224,นครนายก,2604.0,องครักษ์,2684.0,ทรายมูล,2024-07-16T20:01:55.022Z
P03012245,จุดชมเหยี่ยวดำทุ่งใหญ่,เทศกาลดูเหยี่ยวดำและนกอพยพ ณ ดงเหยี่ยวดำทุ่งใหญ่ปากพลี,สถานที่ท่องเที่ยว,3,14.0967,101.27318,26130.0,h,,224,นครนายก,2602.0,ปากพลี,2666.0,ท่าเรือ,2024-07-16T20:01:48.399Z
P03002953,น้ำตกวังม่วง,ตั้งอยู่ที่ตำบลนาหินลาด โดยเดินทางไปตามถนนสุวรรณศร (ทางหลวงหมายเลข 33) แล้วเลี้ยวซ้ายเข้าทางหลวงหมายเลข 3288 เป็นระยะทางประมาณ 16 กิโลเมตร,สถานที่ท่องเที่ยว,3,14.23888,101.34379,26130.0,h,,224,นครนายก,2602.0,ปากพลี,2668.0,นาหินลาด,2024-07-16T20:01:48.220Z
P01003921,อ่างเก็บน้ำทรายทอง,อยู่ที่ตำบลเขาพระ แยกซ้ายมือจากถนนที่ไปน้ำตกสาริกา-นางรอง ตรงหลักกิโลเมตรที่ 1 ไปตามถนนเขาทุเรียนระยะทางประมาณ 15 กิโลเมตร,สถานที่ท่องเที่ยว,3,14.3347,101.20477,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2660.0,เขาพระ,2024-07-16T20:01:41.404Z
P03025647,เขาช่องลม,,สถานที่ท่องเที่ยว,3,14.32043,101.33902,26130.0,h,เขาช่องลม,224,นครนายก,2602.0,ปากพลี,2668.0,นาหินลาด,2024-07-16T20:01:23.663Z
P03018191,ล่องแก่งในลำน้ำนครนายก,,สถานที่ท่องเที่ยว,3,14.31506,101.298,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-07-16T20:00:56.957Z
P03006327,น้ำตกสาริกา,"น้ำตกขนาดใหญ่สายน้ำไหลตกจากหน้าผาเป็นทอด ๆ ถึง 9 ชั้น ผาที่สูงที่สุดประมาณ 200 เมตร แต่ละชั้นมีอ่างรับน้ำและมีน้ำมากในฤดูฝน
",สถานที่ท่องเที่ยว,3,14.30961,101.25518,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-07-16T20:00:40.061Z
P03004741,อุทยานแห่งชาติเขาใหญ่,,สถานที่ท่องเที่ยว,3,14.43256,101.37178,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2659.0,หินตั้ง,2024-07-16T20:00:10.791Z
P03010788,เมืองโบราณดงละคร,เป็นสถานที่ตั้งเมืองโบราณสมัยทวารวดีและขอม เนินดินดงละครหรือดงใหญ่มีเนื้อที่ประมาณ 6 ตารางกิโลเมตร,สถานที่ท่องเที่ยว,3,14.15914,101.16733,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2656.0,ดงละคร,2024-07-16T20:00:10.447Z
P03016776,วัดมณีวงศ์,,สถานที่ท่องเที่ยว,3,14.15469,101.18641,26000.0,h,วัดมณีวงศ์,224,นครนายก,2601.0,เมืองนครนายก,2656.0,ดงละคร,2024-07-16T20:00:09.958Z
P03013980,ศูนย์ภูมิรักษ์ธรรมชาติ,เป็นศูนย์เรียนรู้และศึกษาทฤษฎีเกษตรพอเพียงตามแนวพระราชดำริ เริ่มก่อสร้างเมื่อปี 2545 ในพื้นที่ 14 ไร่ โดยออกแบบได้อย่างเหมาะสมให้ผู้เข้าชมได้รับทั้งความรู้และความเพลิดเพลิน,สถานที่ท่องเที่ยว,3,14.30345,101.31396,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2659.0,หินตั้ง,2024-07-16T20:00:08.079Z
P03000017,พุทธสถาน จีเต็กลิ้ม,,สถานที่ท่องเที่ยว,3,14.02747,101.176,26000.0,h,พุทธสถานจีเต็กลิ้ม,224,นครนายก,2601.0,เมืองนครนายก,2655.0,ศรีจุฬา,2024-07-16T20:00:07.796Z
P03006571,น้ำตกนางรอง,,สถานที่ท่องเที่ยว,3,14.33243,101.32035,26000.0,h,น้ำตกนางรอง,224,นครนายก,2601.0,เมืองนครนายก,2659.0,หินตั้ง,2024-07-16T20:00:06.677Z
P03002961,อุทยานวังตะไคร้,"
",สถานที่ท่องเที่ยว,3,14.32551,101.3061,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-07-16T20:00:06.342Z
P03006259,อนุสรณ์สถานกองพลทหารญี่ปุ่นที่ 37 (วัดพราหมณี),สมัยสงครามมหาเอเชียบูรพา พ.ศ. 2482-2488 กองพลทหารญี่ปุ่นที่ 37 เคยมาตั้งทัพอยู่ที่วัดนี้ สมาคมทหารสหายสงครามกองพลญี่ปุ่นที่ 37 จึงสร้างอนุสรณ์สถานขึ้นเมื่อปี พ.ศ. 2532,สถานที่ท่องเที่ยว,3,14.2353,101.24529,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2651.0,บ้านใหญ่,2024-07-01T20:01:47.942Z
P03013982,ศาลหลักเมือง,ตั้งอยู่ริมแม่น้ำนครนายก เสาหลักเมืองเดิมเป็นเสาไม้ยาวประมาณ 1 เมตรเศษ ปลายเสาแกะสลักเป็นรูปดอกบัวตั้งอยู่บริเวณกำแพงเมือง,สถานที่ท่องเที่ยว,3,14.20241,101.21547,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2649.0,นครนายก,2024-07-01T20:01:28.136Z
P03013171,วัดพราหมณี (วัดหลวงพ่อปากแดง),,สถานที่ท่องเที่ยว,3,14.23533,101.24607,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2651.0,บ้านใหญ่,2024-07-01T20:01:11.360Z
P03014207,ถ้ำสาริกา,,สถานที่ท่องเที่ยว,3,14.2744,101.27121,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-06-22T20:02:40.175Z
P03011336,"พุทธอุทยานมาฆบูชาอนุสรณ์สวนพุทธชยันตี 2,600 ปี",,สถานที่ท่องเที่ยว,3,14.30175,101.26957,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-06-22T20:02:12.389Z
P03016750,ณ Khonnayok Sheep Farm (ฟาร์มแกะนครนายก),,สถานที่ท่องเที่ยว,3,14.24597,101.25125,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-06-22T20:01:05.721Z
P03013123,โรงเรียนนายร้อยพระจุลจอมเกล้า (รร.จปร.),,สถานที่ท่องเที่ยว,3,14.30373,101.17415,26000.0,h,โรงเรียนนายร้อยพระจุลจอมเกล้า,224,นครนายก,2601.0,เมืองนครนายก,2661.0,พรหมณี,2024-06-22T20:00:29.292Z
P03012243,อุทยานพระพิฆเนศ,สักการะขอพรเทพเจ้าแห่งความสำเร็จ ณ อุทยานพระพิฆเนศ,สถานที่ท่องเที่ยว,3,14.25796,101.25907,26000.0,h,อุทยานพระพิฆเนศ,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-06-22T20:00:27.973Z
P03001601,เขื่อนขุนด่านปราการชล (เขื่อนคลองท่าด่าน),เขื่อนคอนกรีตบดอัดที่ยาวที่สุดในโลก ตั้งอยู่ที่บ้านท่าด่าน เป็นโครงการอันเนื่องมาจากพระราชดำริของพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร (รัชกาลที่ 9),สถานที่ท่องเที่ยว,3,14.31221,101.32097,26000.0,h,เขื่อนขุนด่านปราการชล,224,นครนายก,2601.0,เมืองนครนายก,2659.0,หินตั้ง,2024-06-22T20:00:16.513Z
P03018192,หมู่บ้านท่องเที่ยวชุมชนบ้านวังรี,"
",สถานที่ท่องเที่ยว,3,14.32404,101.19301,26000.0,,,224,นครนายก,2601.0,เมืองนครนายก,2660.0,เขาพระ,2024-06-03T20:04:19.486Z
P03018187,ฟาร์มเห็ดยายฉิม,,สถานที่ท่องเที่ยว,3,14.31843,101.035,26110.0,,,224,นครนายก,2603.0,บ้านนา,2671.0,บ้านพริก,2024-06-03T20:03:16.765Z
P03025646,พิพิธภัณฑสถานแห่งชาติ นครนายก พระบรมชนกชลพัฒน์,,สถานที่ท่องเที่ยว,3,14.31331,101.31621,26000.0,,,224,นครนายก,2601.0,เมืองนครนายก,2659.0,หินตั้ง,2024-06-03T20:03:16.639Z
P03025649,กิจกรรม Soft Adventure สาริกา แอดเวนเจอร์ พอยท์,,สถานที่ท่องเที่ยว,3,14.27865,101.27591,26000.0,h,,224,นครนายก,2601.0,เมืองนครนายก,2658.0,สาริกา,2024-06-03T20:03:16.589Z
P03018373,ศูนย์การเรียนรู้ ภูกะเหรี่ยง,,สถานที่ท่องเที่ยว,3,14.23991,101.28518,26000.0,h,ศูนย์การเรียนรู้ภูกะเหรี่ยง,224,นครนายก,2601.0,เมืองนครนายก,2657.0,ศรีนาวา,2024-06-03T20:02:15.080Z
P03016736,สวนบุญสมการเกษตร,เป็นสวนพันธุ์มะยงชิด,สถานที่ท่องเที่ยว,3,14.24292,101.15581,26000.0,,,224,นครนายก,2601.0,เมืองนครนายก,2661.0,พรหมณี,2024-06-03T20:01:03.692Z
